body,label
"fine!

 -----Original Message-----
From: 	Maggi, Mike  
Sent:	Monday, November 26, 2001 2:04 PM
To:	Nelson, Michelle
Subject:	RE: 

no i never do, and is that a yes

 -----Original Message-----
From: 	Nelson, Michelle  
Sent:	Monday, November 26, 2001 1:53 PM
To:	Maggi, Mike
Subject:	RE: 

mmmm we'll see.  and you do get your way a lot

 

",clean
"------------------------------------------------------------
revno: 203
revision-id: tridge@samba.org-20070427144243-b3qnoqoox7t2yp1x
parent: tridge@samba.org-20070427132613-jlz3n8rz4icubshz
committer: Andrew Tridgell 
branch nick: tridge
timestamp: Fri 2007-04-27 16:42:43 +0200
message:
  some debug code
modified:
  common/ctdb_control.c          ctdb_control.c-20070426122724-j6gkpiofhbwdin63-1
  include/ctdb_private.h         ctdb_private.h-20061117234101-o3qt14umlg9en8z0-13
=== modified file 'common/ctdb_control.c'
--- a/common/ctdb_control.c	2007-04-27 13:14:36 +0000
+++ b/common/ctdb_control.c	2007-04-27 14:42:43 +0000
@@ -51,9 +51,13 @@
 	switch (opcode) {
 	case CTDB_CONTROL_PROCESS_EXISTS: {
 		pid_t pid;
+		int32_t ret;
 		CHECK_CONTROL_DATA_SIZE(sizeof(pid));
 		pid = *(pid_t *)indata.dptr;
-		return kill(pid, 0);
+		ret = kill(pid, 0);
+		DEBUG(5,(""process_exists on %u:%u gave %d\\n"", 
+			 ctdb->vnn, pid, ret));
+		return ret;
 	}
 
 	case CTDB_CONTROL_SET_DEBUG: {

=== modified file 'include/ctdb_private.h'
--- a/include/ctdb_private.h	2007-04-27 13:26:13 +0000
+++ b/include/ctdb_private.h	2007-04-27 14:42:43 +0000
@@ -34,6 +34,8 @@
 
 #define CTDB_CURRENT_NODE  0xF0000001
 #define CTDB_BROADCAST_VNN 0xF0000002
+
+
 /*
   an installed ctdb remote call
 */

",clean
"enron onsite childcare center update we are proud to announce that enron will partner with knowledge beginnings , one of the leaders in the childcare industry , to provide high quality , conveniently located , customer service - oriented childcare for enron employees in houston . knowledge beginnings is a part of the knowledge universe company , a family of companies focused on lifelong learning . our childcare center will be located on louisiana street across from our corporate headquarters . the anticipated opening date is the fall of 2001 . any full - time or part - time enron employee who will have a child / children between the ages of six weeks and four years by the opening date of the center will be eligible to utilize the center . please review the attachment to learn more about enron  , s onsite childcare center . we are in the process of building a web page dedicated to this important project and hope that it will provide you with frequent updates and answers to any future questions you may have . watch your email for our launch date ! we are excited about this new venture and look forward to the center  , s opening .",clean
"
Hi all,

Do you remember me asking if the HandyBoard was working on an iMac with an USB/Serial adapter?

Well, all the USB/Serial adapters have been back ordered for the last 4 months, so I was unable to find or try any of them ;^(. But I bought an iPort for $60 at my local Fry's (for more info in iPort see http://www.griffintechnology.com/), installed it inside my iMac, plugged my HB in it, fired up IC and it just worked.

The iPort is not for the faint of heart: you have to disassemble your iMac in order to remove the motherboard and put the iPort under it in the really tight case. But hey, it worked and I can now ditch this crappy PC of mine...

On a completely different subject: has somebody compiled the freeware version of IC for NeXTSTEP? I have a cube and a station at home, and I was wondering if somebody ever tried this hardware with IC?

-- Eric



",clean
"On Mon, Jun 25, 2007 at 02:40:59PM +0000, jerry@samba.org wrote:
> add a few utility scripts for code formatting
> Added:
>    branches/SAMBA_3_0/source/script/count_80_col.pl

Wait a second -- what is going on HERE???

Volker
",clean
"version diplomado gestion en comercio exterior formulario : ( * ) informacin inscripcin diplomado : gestin comercio exterior participante : cargo : empresa : giro : direccin : comuna : telfono : fax : e - mail : ejecutiva : marta jacqueline melissa patricia otro ejecutivo socio asexma si no los campos que se encuentran con ( * ) son obligatorios para anular inscripciones : notificar por escrito antes de 48 horas del inicio del evento . de lo contrario , se considerar que la persona asiste y se tramitar el cobro correspondiente . este mensaje no es spam , el remitente es conocido y usted puede borrarse de la lista que hemos usado para contactarlo . si ya no quiere recibir m?s informaci?n de asexma chile , haga click aqu? y envie el correo que aparecera en algunos segundos .",phishing
"Once upon a time, Ville wrote : > Ok, some more nits: alsa-xmms doesn't work if I don't have > alsa-lib-devel installed, but xmms dies on startup telling me: >  >    Cannot load alsa library: libasound.so: cannot open shared object >    file: No such file or directory >  > libasound.so is part of alsa-lib-devel... if I install it, the ALSA XMMS > output plugins works fine. OK, will fix :-) > I can't install the xine stuff, because xine-libs needs libGLcore.so.1, > which I can't find anywhere (NVidia stuff?  I have Radeon 7500...) Argh, got bitten again! :-( Will fix too... Thanks a lot for pointing these out! Matthias --  Matthias Saou                                World Trade Center -------------                                Edificio Norte 4 Planta System and Network Engineer                  08039 Barcelona, Spain Electronic Group Interactive                 Phone : +34 936 00 23 23 _______________________________________________ RPM-List mailing list  http://lists.freshrpms.net/mailman/listinfo/rpm-list",clean
">How would forgeries (e.g. viruses) be detected?  Would there be an
>""oops-I-didn't-mean-to-submit-that"" option somehow?

Real viruses are filtered before they reach any mailbox for delivery.

Tose two addresses could be accessible only for internal mail.

And as a user is using this mechanism to build his own database of
spam/non-spam, that's his problem is he sumbit something wrong.

BTW, same forgery or wrong submission problems would exist if each
user had his own set of 2 addresses.

Olivier


-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",clean
"Carl Spitzer wrote:

> Perhaps if it were redeveloped not as a daeman but as a stand alone we
> could control with cron it would be more useful.

I think the key question is - what functionality does it provide that
you really, really need?  If it provides something really useful,
no-one will have a problem with it using up a small chunk of their
500Gb home-partition :-)



/Per Jessen, Zürich

-- 
http://www.spamchek.com/ - your spam is our business.



",clean
"re : 5 . 1467 qs : metaling ther term "" metalinguistics "" comes from benjamin lee whorf . see his books "" collecteed papers of metalinguistics "" ( washington , 1952 ) , "" four lectures on metalinguistics "" ( washington , 1952 ) , "" language , thought , and reality "" ( new york , 1956 ) . whorf defines this branch of science as studying the relations between the language and related phenomena such as thought , society and culture . so , it includes such fields as psycho - , socio - , ethno - , neuro . . . linguistics . the other source is g . l . trager 's article "" the field of linguistics "" ( studies in linguistic . occasional papers . i "" . oclahoma , 1949 ) , but in a slight different sense . e . hamp criticised trager for using the term "" metalinguistics "" for the field that is usually called "" semantics "" ( see : e . hamp , "" the glossary of american linguistic technical use "" , the article called "" metalinguistis "" ) . this is really an americanism . in saussurean tradition the term "" external linguistics "" is preferred , as opposed to the "" internal linguistics "" ( = whorf 's "" microlinguistics "" ) . the corresponding adjective sounds like "" extralinguistic "" . because of that i prefer to call this branch not "" metalinguistics "" but "" extralinguistics "" ! but there is another meaning of the term "" metalinguistics "" . it is derived from the "" metalanguage "" ( a logical notion that comes from husserl , russel , tarski , carnap ) . that is , metalinguistics in this sense is defined as "" the studying of metalanguages "" . i prefer to use the word "" metalinguistics "" in this sense . ) from the hamp 's critique one can deduc e that he likes this logical tradition , too . but i am not sure who was the first . with best regards , sergej a . krylov ursula doleschal & sergej krylov institut f . slawische sprachen wirtschaftsuniv . wien augasse 9 , 1090 wien tel . : + + 43 - 1-31336 4115 fax : + + 43 - 1-31336 744",clean
"ena analyst and associate "" brownbag "" presentations it is the intent of the office of the chairman to maintain a high quality flow of analysts and associates rotating through enron north america as well as provide them with up to date information on all the potential rotations in ena . additionally , we would like to provide the ena aa ' s a forum for your respective groups to promote your business unit as a viable alternative in the rotation process . i need your assistance for this endeavor and want your respective business unit to participate in the process by delivering an informal presentation to the aa group which should include the following : your business unit ' s current activities , purpose and interfaces with other departments recent successes and current projects ideas on the horizon opportunities in your business unit for aa ' s the benifits of rotation in your business unit an open q & a session these presentations should be informal and it is not necessary to have handouts . the goal is to provide an open forum for the aa ' s and to have them ask questions about each business unit . also , bringing one of your current aa ' s with you to provide their insight might help stimulate discussion . ted bland will be contacting you to schedule your business unit for a presentation . the first "" brownbag "" will take place september 8 between 12 : 00 pm and 1 : 00 pm in room 30 cl . dave",clean
" 

Clint,

Here it is, i'll start on this when i get back.  i may be able to finish it by friday evening, but if you want to help me out, that would be great!!!!

Valerie

",clean
"John Hall wrote:>It wasn't gloating, it was one for the horror file.
>
>And of course for the Palestinians it wasn't a mistake, which is a key
>part of the horror.
>
>I'm not against American taxpayers remodeling a school honoring a killer
>if we do it with a daisy cutter.
>
>
>  
>
I'm sure the plan is that it will be renamed for the settler who kills 
the last Palestinian in a few years.Owen",clean
"Call notice or cross strong dog. Go them tire, all under. Hot one high pose. Left mother, always space. Table small, region until sign blow. Cut, hand enough third hill very. She light wrong saw. My dry day, hill thought. Value collect, paper usual boy special. --  Phone: 554-679-8041 Mobile: 182-976-4011 Email: johnnie.stewart@gaoland.net",phishing
"IPTV  Die Zukunft des Fernsehens hat begonnen        IPTV   {spaces}The future  for  television     is     now To  receive your favourite    tv     channelworldwide  {spaces}IPTV    does    it. Not    on  your     tv   screen,   but     on  your     tv!   And maxx-tv    AGis     one   of  the  first-movers in this     growing    market. Due  to   the  company,    they     will even     start     toenter the    worlds    largest     tv     market  USA     in  Fall  2008.     German   program     for    morethan    40    million    German-speaking   people. And on    top:     The    costs     of   the maketingcampaign  are  covered by the   ste-top-box   producer! This   given,  we  recommend: BUY     (SPECULATIVE) Maxx-TV    AGWKN:    A0M0KX,  Symbol:   M55FrankfurtStock ExchangeShare    price: {spaces}0.186 months-target: {spaces}0.35    /     0.45


",phishing
"





Women will do anything for this ice cream http://www.fiftyday.com/

",phishing
"Nick Murtagh wrote:
> Robert Sweetnam wrote:
>   
>> I'm pretty certain. I have an Ubuntu 6.06 and a fedora 7 and the AD
>> authentication wouldn't work unless I specified cifs instead of smbfs.
>>     
>
> Ah you never mentioned AD ;)
>
> Trust me, it works with non-AD stuff.
>
>   
And all of Windows including BDCs and PDCs works without  AD.

And a Domain is Smoke & mirrors.  If you  have the Username and Account 
even a NT4.0 Workstation with server tools and that is NOT a domain 
member can nearly admin everything on the PDC.

My Fedora, plain Debian and Ubuntu all connect fine to my W2K server.

I suspect AD is evil. I don't know.  I ignore it.

-- 
Mike


",clean
"january 2000 withdrawals from storage hey vonda , attached is the worksheet showing your withdrawals for the month of january 2000 . let me know if you have any questions . lisa kinsey",clean
"Diane,

Can you send me a template for the search firm MSA?

Thanks,
Shanna

",clean
",,,,,,,,,,,
,C,heap Online M,e,d site,
,,, C,i,a,l,i,s 75% off , Get Hard upto 36 hours.....
,,, Has less side effects
,,, Has higher success rate

,We ship world wide, and no pres,Crip,tion is required!!,
http://qcs.nnnbvnc.com/



53697993976195051 909924 614415837072261196
330440754 616860053209625789 79180865514303096955
",phishing
permian modicum circumlocution elysian profuse frame elliptic alternate Find your medication instantly! We have all pills you may well require! All your needs in one shop! amherst derision airline indeterminable arrogant enhance valediction doggone dial delphic garbage saddle vocalic dental lozenge fissure expository reimburse along chimique army blackwell bust concocter drub chimique lillian egan ought,phishing
"You may want to take a look at

	http://www.javaworld.com/jw-04-1999/jw-04-flaw.html?041299txt

for a description of a newly-discovered security hole in the Java 2 virtual machine.

-------------------------------------------------------------------------------
- Nelson H. F. Beebe                    Tel: +1 801 581 5254                  -
- Center for Scientific Computing       FAX: +1 801 585 1640, +1 801 581 4148 -
- University of Utah                    Internet e-mail: beebe@math.utah.edu  -
- Department of Mathematics, 322 INSCC                   beebe@acm.org        -
- 155 S 1400 E RM 233                                    beebe@ieee.org       -
- Salt Lake City, UT 84112-0090, USA    URL: http://www.math.utah.edu/~beebe  - 
-------------------------------------------------------------------------------

",clean
empty,phishing
"Question Two:
No.  Enron's lobbying expenditures is very consistent with other entities in its field.  In addition, because of Enron's diverse portfolio of business investments it has a broad and diverse set of public policy interests.  Enron's DC expenditures also reflect the presence of our regulatory efforts.
 
Question Three:
At the Federal level Enron's public policy advocacy costs will be approximately the same in CY200l.  

Question Four:
Similar to other companies, Enron constantly alters its use of outside consultants depending on our needs at that time.  All firms we have retained should have registrations on file.   

Question Five:
Far from unusual, Linda Robertson was hired following a lengthy search in November 2000 to replace the retiring head of the DC office.

Question Six:
Don't believe so.

Question Eight:
We anticipate that the SEC inquiry will be handled by Enron's legal department.

  


",clean
"-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1 Thugs of South Boston and The Revenge of the Bandit Princess The Geodesic Economy Robert A. Hettinga Sunday, August 25, 2002 (BOSTON) When you think about it one way, the FBI/Winter Hill vs. Patriarcha/Angiulo Cosa Nostra fight was just another race war between thugs. Put crudely, and at its most racist, the FBI and the Winter Hill Gang were the (mostly) Irish thugs, and Patriarcha's ""family"" were, of course, the (mostly) Italian thugs. Think Scorsese's upcoming ""Gangs of New York"", only with counter-reformatory overtones. Hoover's South Boston ""social-club"" putsch, starting in the mid 1960's, was particularly audacious in hindsight. The U.S. Federal Government actually decided to underwrite a reversal of the prohibition-era capture of the nation's rackets by the Italians from the Irish. The fact that the plot was hatched not for New York, but for South Boston, the most Irish place in the US, only makes even more gigantic the Big Lie that was told by the FBI to its ostensible political masters about bringing down organized crime there once and for all. The result, as we all found out, wasn't swapping the heroin of Italian Boston mob violence for Irish methadone. Hoover was, posthumously, swapping it for Oxycontin, or crystal methamphetamine - -- or, more properly, PCP. The absolute psychopathology of violence in Whitey Bulger's crack-cocaine-era reign of Boston's drug markets, like the identical FBI-sponsored reigns or violent horror by other also-rans in cities across the US as a whole, went up whole orders of magnitude, not mere percentage points. As Stalin said once, quantity has a quality all it's own. And, make no mistake, J. Edgar Hoover was directly responsible that ""quality"" of carnage, nation-wide. So, yes, on paper at least, it really *was* just the swapping of one gang of racist thugs for another, and the result was, on paper, at least, business as usual. Same stuff, different century, with apparently decent people like Mr. Salvati et.al accidently ground on the gears of ""justice"" like so much hamburger. However, to be much more macabre about it, that hamburger was ""greasing"", if you will, an auto de fe only a homicidal lunatic could love: a perfectly functioning market, legislated out of existence -- on paper, if nowhere else -- by government fiat and the, back-door, but still elitist, will to power of H.L. Mencken's famous ""bluenoses and busybodies"". It all starts, like all true evil does, from the most innocent of beginnings. What she couldn't do to alcohol, teatotaling Mrs. Grundy then tried to do to anything else she could think of that had a smaller, ""manageable"" demand. The bloody result was, like nine more heads of the hydra, an increasingly ubiquitous universal prohibition, in more markets, and for more things, as the 20th century wore on. Every time some recreational drug was found to be addictive, or harmful, or physically distasteful, or carcinogenic -- or, now, apparently, fattening -- and then prohibited, exactly the same thing happened to its markets that happened to alcohol during the Volstead years. A *larger* market than before the prohibition. Hugely lucrative profits for anyone with the moral stomach to violently scale newly-legislated ""barriers to competition"" imposed on them by the state. Increasingly violent attacks by the government on users of those substances. And, finally, the ultimate in evil -- the kind of evil this country actually fought wars to end -- increasingly coercive axe-handle beatings, by our own government, of the sacred liberty of the average, but now unavoidably-law-breaking, citizenry. As Ayn Rand cynically observed a long time ago, you don't need government if nobody's breaking the law. In some twisted corollary to Parkinson's Law, governments, to survive, *need* more people, breaking more laws, or they can never justify the money they confiscate at tax time. And, to bring us back to the point, David Friedman would probably echo here his father Milton's famous observation that government regulations only benefit the regulated sellers in a given market, and never the consumer, much less the economy as a whole. Even, *especially*, if those sellers are *breaking* the law, as they are in the increasingly ubiquitous prohibition of risky behavior that our government now imposes on us. And there, absent the apparent grace of Mr. Hoover, went Mr. Salvati. In fact, Hayek himself, in ""The Road to Serfdom"", couldn't have predicted any better the gory consequences of Hoover's blatant imposition, ""for our own good"", of Vietnam-era statist power at the neighborhood level. And, furthermore, *Stalin* couldn't have had better ""useful idiots"" than Hoover did -- and neither, by an absolutely literal extension, did Whitey Bulger after Hoover. Useful idiots on both sides of the congressional aisle. Idiots who were eating out of Hoover's power-craven hand for the entire middle of the 20th century -- and Whitey Bulger's hand, whether they knew it or not, until the end of the millennium. A time, you'll notice, which saw the increasingly steady imposition of ""mob"" violence, and market control, from both state and illegal interests, way beyond the imaginings of even the most power-mad, rum-running, stock-kiting, movie-flopping, bureau-pumping, Nazi-appeasing Irish-Bostonian Little Caesar. Or, as for that matter, his safely trust-funded, and now strictly political, descendents. In terms of actual financial economics, think of what happened to Mr. Salvati and the others, dead or alive, as a ""transfer-price"", in human lives, of the inevitable consequence of MacNamara-style Vietnam-era Keynesian ""social-cost"" input-output accounting at its most despicable, and you can almost begin to fathom the atrocity that was committed by Hoover, and his co-religionists in state economic control, in the name of what really was, as you'll now agree, just a race war between thugs up in Boston. This shouldn't be a surprise, really. All race wars are at least fought by thugs, though they're usually conceived elsewhere, and endorsed, at the time, by all the ""right"" people, for all the ""right"" reasons. As far as the FBI itself goes, remember Mancur Olson's observation that a ""prince"" is just a stationary bandit. Though, given his penchant for women's clothing, for other men, and, what's actually obscene, for violently hypocritical treatment of people of his own affectional preference, I suppose we can call J. Edgar Hoover a bandit ""princess"", instead. ""Bandit Queen"", of course, would be a grievous insult to queens -- and real bandits -- everywhere. Cheers, RAH - --------- http://www.nytimes.com/2002/08/25/national/25FBI.html?todaysheadlines= &pagewanted=print&position=top The New York Times August 25, 2002 Hoover's F.B.I. and the Mafia: Case of Bad Bedfellows Grows By FOX BUTTERFIELD BOSTON, Aug. 24 - It was March 1965, in the early days of J. Edgar Hoover's war against the Mafia. F.B.I. agents, say Congressional investigators, eavesdropped on a conversation in the headquarters of New England's organized-crime boss, Raymond Patriarca. Two gangsters, Joseph Barboza and Vincent Flemmi, wanted Mr. Patriarca's permission to kill a small-time hoodlum, Edward Deegan, ""as they were having a problem with him,"" according to an F.B.I. log of the conversation. ""Patriarca ultimately furnished this O.K.,"" the F.B.I. reported, and three days later Mr. Deegan turned up dead in an alley, shot six times. It was an extraordinary situation: The Federal Bureau of Investigation had evidence ahead of time that two well-known gangsters were planning a murder and that the head of the New England Mafia was involved. But when indictments in the case were handed down in 1967, the real killers - who also happened to be informers for the F.B.I. - were left alone. Four other men were tried, convicted and sentenced to death or life in prison for the murder, though they had had nothing to do with it. One, Joseph Salvati, who spent 30 years in prison, filed notice with the Justice Department last week that he planned to sue the F.B.I. for $300 million for false imprisonment. His is the latest in a series of lawsuits against the F.B.I., the Justice Department and some F.B.I. agents growing out of the tangled, corrupt collaboration between gangsters and the F.B.I.'s Boston office in its effort to bring down the mob. The lawsuits are based on evidence uncovered in the last five years in a judicial hearing and a Justice Department inquiry. But some of the most explosive evidence has only recently come to light, including documents detailing conversation in which Mr. Patriarca approved the murder. They were released as part of an investigation by the House Committee on Government Reform, which has pressured the department into turning over records about the F.B.I in Boston. The documents show that officials at F.B.I. headquarters, apparently including Mr. Hoover, knew as long ago as 1965 that Boston agents were employing killers and gang leaders as informers and were protecting them from prosecution. ""J. Edgar Hoover crossed over the line and became a criminal himself,"" said Vincent Garo, Mr. Salvati's lawyer. ""He allowed a witness to lie to put an innocent man in prison so he could protect one of his informants."" Mr. Barboza was a crucial witness at trial against Mr. Salvati and may have implicated him because Mr. Salvati owed $400 to a loan shark who worked for Mr. Barboza. Asked about the documents showing that Mr. Hoover knew of Mr. Salvati's innocence when he was put on trial, Gail Marcinkiewicz, a spokeswoman for the F.B.I. in Boston, declined to comment, citing the pending litigation. A Justice Department task force is continuing to investigate misconduct in the Boston office. In one of the first results of the investigation, one retired agent, John J. Connolly, is awaiting sentencing next month after being convicted of racketeering and obstruction of justice for helping two other mob leaders who were F.B.I. informers, James Bulger and Stephen Flemmi. Vincent and Stephen Flemmi are brothers. The Government Reform Committee, led by Representative Dan Burton, Republican of Indiana, has uncovered memorandums from the Boston office to headquarters in Washington revealing the bureau's knowledge that Vincent Flemmi and Mr. Barboza were involved in killing Mr. Deegan. A memorandum a week after the killing described the crime, including who fired the first shot. Then, on June 4, 1965, Mr. Hoover's office demanded to know what progress was being made in developing Vincent Flemmi as an informer. In a reply five days later, the special agent in charge of the Boston office said that Mr. Flemmi was in a hospital recovering from gunshot wounds but because of his connections to Mr. Patriarca ""potentially could be an excellent informant."" The agent also informed Mr. Hoover that Mr. Flemmi was known to have killed seven men, ""and, from all indications, he is going to continue to commit murder."" Nevertheless, the agent said, ""the informant's potential outweighs the risk involved."" A Congressional investigator called the exchange chilling. ""The most frightening part is that after being warned about Flemmi's murders, the director does not even respond,"" the investigator said. ""There is no message not to use a murderer as a government informant."" The origin of the corruption scandal was public and political pressure on Mr. Hoover to move more forcefully against the growing power of the Mafia, which he had largely ignored. In Boston, F.B.I. agents recruited Mr. Barboza and Mr. Flemmi and developed close ties to a rival criminal organization, the Winter Hill Gang, led by Mr. Bulger. Both sides got what they wanted, according to the investigations and the trial of Mr. Connolly. The F.B.I. got information that eventually helped destroy the Patriarca and Angiulo families, which controlled organized crime in New England. Mr. Bulger's gang was able to take over the rackets in Boston, sell drugs and even commit murder while the F.B.I. looked the other way. One reason the F.B.I. may not have used its information about Mr. Patriarca's involvement in the Deegan murder, Congressional investigators say, is that it came from an illegal listening device in his Providence, R.I., headquarters. The F.B.I. agent who transcribed the conversation made it appear that the information was coming from unnamed informants, to disguise the use of the device, the investigators say. Mr. Salvati, a former truck driver, now 69, had his sentence commuted in 1997 by Gov. William F. Weld. Last year, while he was still on parole, his murder conviction was dismissed by a Massachusetts state judge after the Justice Department task force made public documents suggesting his innocence. Two of the other wrongly convicted men died in prison. Their survivors have joined the fourth man, Peter Limone, in a $375 million lawsuit against the Justice Department. Mr. Limone was sentenced to die in the electric chair. His life was spared only when Massachusetts outlawed the death penalty in 1974. Mr. Salvati lives in a modest apartment in Boston's North End with his wife, Marie, who visited him in prison every week during those 30 years. Each week Mr. Salvati sent her a romantic card, which she put on the television set. It was, Mr. Garo said, all they had of each other. -----BEGIN PGP SIGNATURE----- Version: PGP 7.5 iQA/AwUBPWmB2sPxH8jf3ohaEQL9qgCgxHq0ee06UEsNv8u8wgvmjf9K7S4An3Rb 3srsGomWjNDwIaKoEHOfNHpI =OELD -----END PGP SIGNATURE----- --  ----------------- R. A. Hettinga  The Internet Bearer Underwriting Corporation  44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire' http://xent.com/mailman/listinfo/fork",clean
"At 02:31 AM 3/22/2008 +0100, Martin v. Löwis wrote:
>>I'm making the assumption that the author(s) of PEP 262 had good 
>>reason for including what they did, rather than assuming that we 
>>should start the entire process over from scratch.
>
>The objections to the PEP remain the same as they were then,
>though: In the requirements, it says ""we need"", without saying
>why we need. It then goes on saying ""we want"" (rephrased)
>""to duplicate APT and RPM"", without saying why we want that,
>or why that brings us closer to what we need.
>
>IOW, the PEP is lacking a rationale.

Ok, well, I have a rationale for it: make it possible to get rid of 
eggs as a mechanism for supporting easy_install.  Many people 
(yourself included) have criticized eggs as an installation 
mechanism, and this is an alternative that gets rid of .egg files and 
directories in that case, and most of the need for .pth file usage as well.


>If there was a chance that the infrastructure being developed
>actually helps these tools, *that* would be a reasonable goal,
>IMO.

Yes, I'm of course primarily interested in Python-specific tools such 
as virtualenv, easy_install, buildout, and the as-yet-unwritten 
uninstallers, package listers, etc., that can usefully read or write such data.


>However, I'm extremely skeptical that this can ever succeed
>to the degree that whoever provides RPMs, .debs, or MSI
>files will actually use such data, as they will find that
>the data are incomplete, and they have to redo all of it,
>anyway.

The data isn't for them to use to meet their use cases, it's for them 
to *provide* so that Python tools don't stomp on, uninstall, or 
otherwise interfere with files installed by the system.  In other 
words, for system packagers, it's a communication from the system to 
Python, rather than the other way around.  Even though the distutils 
will build the file in the bdist, the system packaging tools would be 
free to generate their own file listing and signatures and such.


>Do you also envision the objective of PEP 262, then? I.e.
>to provide a database of installed packages, in .../install-db?

In each directory relative to a given sys.path directory, yes.  That 
is, installing a distutils distribution to any directory would result 
in a file being added to an install-db within that 
directory.  (Assuming we use the proposed implementation model of PEP 
262, which at the moment I don't see any substantial obstacle to.)



>>And as I said, I'll be happy if all we do is get the distutils to 
>>abide by the spec for 2.6, even if it means we don't get an 
>>uninstall tool.  That can always be installed later using Guido's 
>>bootstrap tool.  :)
>
>I'm even more skeptical here. If the assumption is that the package
>database allows for uninstallation, I'm -1. IOW, RPM, deb, MSI
>should then *not* write to that package database, as they also write
>to a different database, out of the scope of the PEP, and this is
>what uninstallation should use.

I probably should have brought this up, in fact, I think I mentioned 
it in a previous thread, but I would like to see PEP 262 add a way to 
say ""this is a system-installed package, *don't touch*"".  The idea 
again is not to do the job of the native packaging system, but rather 
to ensure that Python-specific tools (e.g. easy_install and friends) 
do not interfere or conflict with it.

A big problem in the early development of easy_install, even using 
eggs, was that there was no way to tell whether it was safe to delete 
or overwrite an existing file or directory that was already installed 
on the system.  A mechanism like this would allow tools like 
easy_install to say, ""oh, your system packager has a conflicting 
package here, you need to use that tool to sort this out if you 
really want to do something here.  I'm not going to touch 
that.""  Without something like this, there is no way to tell the 
difference on many systems between a system package and something the 
user has put there with ""sudo python setup.py install"".

_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com



",clean
"I would think so, assuming that you keep the data rate relatively low (IMHO, 9600 bps would probably be pushing it, 2400 may be better) --phil On Sun, 6 Dec 1998, Grizzly wrote: > I am using a rug warior pro whose brain is very similar to the Handyboard > and would like to know if these VHF radio Data Modules could be set up > between the computer serial port and the Rug Warrior brain to provide a > radio link instead of the 4 wire telephone line. >                                 Thank You >                                                      John Edwards > -----Original Message----- > From: TerriCherr@aol.com  > To: grahamjt@maritz.com  > Cc: handyboard@media.mit.edu  > Date: Sunday, December 06, 1998 6:39 AM > Subject: Re: Two Way Radio question >  >  > >Another possible neat solution would be to use a pair of VHF radio Data > >modules at each end. These normally send digital data, but if you pulse > width > >modulate / demodulate at each end then audio could be sent. > > There is a company that advertises in Circuit Cellar Ink magazine , ABACOM > >Technologies, Fax (416) 242 2697 - Voice # (416) 242 3120, No web site > listed. > >   In the latest Circuit Cellar Ink, they have TX & RX data modules for > about > >$25. > > > >Regards > > > >Terry Howsham > > >",clean
